nombre,estilo,alcohol_%,min_IBU,max_IBU,astringencia,cuerpo,alcohol_gr/lt,amargor,dulzor,acidez,salado,frutado,lupulo,especias,malteado,opinion_aroma,opinion_apariencia,opinion_paladar,opinion_sabor,opinion_general
Joe's Premium American Pilsner,Lager - American,4.7,30,45,33,37,6,41,28,26,0,33,89,10,59,3.63,3.77,3.78,3.79,3.86
Simpler Times Lager,Lager - American,6.2,30,45,8,9,10,13,35,11,0,24,18,9,20,2.77,3.12,3.05,2.98,3.23
Henry Weinhard's Private Reserve,Lager - American,4.8,30,45,15,24,7,40,32,17,0,14,51,1,49,2.97,3.25,3.21,3.15,3.41
Supper Club,Lager - American,5.0,30,45,13,27,4,25,46,12,0,13,35,2,52,3.31,3.46,3.51,3.43,3.72
Mexican Logger,Lager - American,5.2,30,45,13,32,9,51,23,36,0,31,98,15,93,3.12,3.35,3.43,3.34,3.45
Craft Lager,Lager - American,4.8,30,45,28,24,1,22,31,11,0,11,30,1,47,3.0,3.71,3.5,3.36,3.36
Orange Blossom Pilsner,Lager - American,5.5,30,45,31,23,18,17,84,52,1,46,41,3,78,2.85,3.07,2.93,2.8,2.94
Kenzinger,Lager - American,4.5,30,45,23,26,9,47,17,36,0,29,68,0,71,3.51,3.68,3.63,3.58,3.78
Golden,Lager - American,4.2,30,45,27,28,0,32,23,22,0,23,40,5,66,2.85,3.05,3.1,3.04,3.4
Alpine Glacier Lager,Lager - American,4.5,30,45,30,31,7,50,39,35,0,33,79,5,52,3.05,3.36,3.28,3.22,3.44
Sleeman Original Draught,Lager - American,5.0,30,45,15,27,10,20,52,13,0,12,28,2,51,2.7,3.07,2.94,2.74,3.05
East Coast Lager,Lager - American,4.0,30,45,30,43,13,61,30,17,2,22,91,6,84,3.25,3.41,3.36,3.41,3.51
Northwoods Lager,Lager - American,4.9,30,45,15,25,7,29,58,18,0,15,52,3,95,2.97,3.39,3.07,3.08,3.27
Dortmunder Gold,Lager - European / Dortmunder Export,5.8,23,29,23,48,6,52,84,32,0,36,71,6,158,3.87,4.07,4.05,4.16,4.3
Jinx Proof,Lager - European / Dortmunder Export,5.1,23,29,13,41,3,57,21,16,0,16,90,9,72,3.65,3.67,3.91,3.86,4.01
DAB Original,Lager - European / Dortmunder Export,5.0,23,29,27,24,10,35,18,4,2,2,52,8,62,3.15,3.46,3.37,3.31,3.56
Baltika #7 Export,Lager - European / Dortmunder Export,5.4,23,29,19,20,3,18,24,7,1,10,28,2,49,2.86,3.19,3.06,2.98,3.2
Dog Days Dortmunder Style Lager,Lager - European / Dortmunder Export,5.1,23,29,32,25,9,44,42,23,0,28,69,4,93,3.4,3.56,3.65,3.57,3.8
33 ExportVBL Tien Giang Limited (Fosters),Lager - European / Dortmunder Export,4.5,23,29,10,16,5,14,28,7,2,8,18,3,43,2.62,4.0,2.89,2.8,3.0
Shiner Dortmunder (Spring Ale),Lager - European / Dortmunder Export,5.5,23,29,35,26,6,47,44,19,0,25,83,6,79,3.36,3.52,3.44,3.58,3.58
Svyturys Ekstra,Lager - European / Dortmunder Export,5.2,23,29,18,31,7,25,30,8,1,9,46,2,55,2.69,3.15,2.92,2.78,2.89
Mountain Lager,Lager - European / Dortmunder Export,4.5,23,29,14,32,7,23,31,9,1,10,36,3,67,3.29,3.59,3.45,3.47,3.74
Labrador Lager,Lager - European / Dortmunder Export,6.0,23,29,27,42,11,38,64,20,0,24,73,6,107,3.59,3.8,3.73,3.76,3.83
Imperial Dortmunder,Lager - European / Dortmunder Export,7.5,23,29,25,50,19,36,66,31,2,38,53,3,83,3.74,3.96,3.97,3.92,3.83
Yebisu (Premium),Lager - European / Dortmunder Export,5.0,23,29,33,26,9,33,18,26,0,20,42,8,73,3.16,3.4,3.4,3.44,3.6
Shiner Fröst,Lager - European / Dortmunder Export,5.0,23,29,33,43,11,53,34,13,0,14,96,14,109,3.55,3.91,3.77,3.67,4.02
DAB Export,Lager - European / Dortmunder Export,5.0,23,29,28,25,8,34,28,15,1,6,50,9,73,3.14,3.93,3.43,3.07,3.29
Flensburger Gold,Lager - European / Dortmunder Export,4.8,23,29,35,41,9,43,53,24,0,27,90,7,121,3.37,3.64,3.42,3.45,3.64
Golden Export,Lager - European / Dortmunder Export,5.0,23,29,23,31,2,40,20,9,0,8,53,2,79,3.19,3.47,3.34,3.31,3.45
Dortmunder Local Export Lager,Lager - European / Dortmunder Export,5.4,23,29,34,43,3,54,29,14,2,10,76,5,85,3.45,3.72,3.72,3.68,3.95
Reutberger Export Hell,Lager - European / Dortmunder Export,5.1,23,29,20,51,9,50,45,21,1,24,73,6,102,3.38,3.78,3.58,3.46,3.71
Premium Edel (Spezialbier Edel),Lager - European / Dortmunder Export,5.8,23,29,24,35,6,32,51,17,2,20,46,7,78,3.42,3.63,3.58,3.61,3.82
God Lager,Lager - European / Dortmunder Export,5.3,23,29,22,32,7,53,39,23,0,16,66,11,59,3.41,3.21,3.62,3.79,3.85
Alpen Stoff,Lager - European / Dortmunder Export,5.3,23,29,14,31,3,28,23,14,0,15,47,1,55,2.83,4.0,2.83,3.17,3.33
Mariestads Export,Lager - European / Dortmunder Export,5.3,23,29,6,15,6,26,12,10,0,6,33,3,25,3.5,4.0,2.86,4.0,4.0
Loose Caboose Lager,Lager - European / Dortmunder Export,5.8,23,29,15,15,1,26,19,15,0,14,31,11,27,3.61,3.67,3.83,3.72,3.67
Tegernsee Spezial,Lager - European / Dortmunder Export,5.6,23,29,23,41,10,38,38,13,0,12,53,5,59,3.29,3.5,3.46,3.36,3.5
Mönchshof Landbier,Lager - European / Dortmunder Export,5.4,23,29,13,32,3,25,20,7,1,3,43,6,42,3.25,3.45,3.15,3.45,3.5
Lunatic Lager,Lager - European / Dortmunder Export,5.0,23,29,33,37,11,61,41,52,0,52,79,9,79,4.06,4.14,4.17,4.22,4.33
Svyturys Ekstra Draught,Lager - European / Dortmunder Export,5.3,23,29,14,35,1,25,29,24,0,17,39,10,56,2.62,4.0,2.92,2.83,2.92
Norrlands Guld Export,Lager - European / Dortmunder Export,5.3,23,29,5,21,8,22,16,10,0,6,25,0,23,3.5,4.0,4.0,4.0,4.0
Hansa Imported Dortmunder,Lager - European / Dortmunder Export,4.8,23,29,26,31,3,28,21,4,0,6,32,5,46,2.94,3.29,3.19,3.0,3.35
Lager,Lager - European / Dortmunder Export,5.5,23,29,23,25,0,36,29,21,2,15,62,0,72,3.75,3.75,3.75,3.62,3.75
Hansa Export,Lager - European / Dortmunder Export,5.0,23,29,26,40,10,46,20,5,1,4,66,4,52,3.15,3.48,3.19,3.19,3.35
Allgäuer Hüttenbier,Lager - European / Dortmunder Export,5.2,23,29,8,23,2,19,17,8,0,9,30,2,54,2.75,4.0,3.0,3.0,3.0
Barnburner Lager,Lager - European / Dortmunder Export,6.0,23,29,15,29,2,20,35,12,0,14,25,7,53,3.25,3.62,3.5,3.0,3.38
Aktien Original 1857,Lager - European / Dortmunder Export,5.3,23,29,19,16,2,15,14,13,0,11,25,8,37,3.5,3.7,3.8,3.7,3.8
Jägerbier Export Hell,Lager - European / Dortmunder Export,5.6,23,29,27,22,3,34,25,5,0,8,62,7,46,4.0,4.17,4.17,4.0,4.33
1554,Lager - European Dark,6.0,15,40,11,55,7,27,54,7,0,4,14,15,85,3.73,3.96,3.8,3.91,3.96
Guinness Black Lager,Lager - European Dark,4.5,15,40,6,20,4,14,14,3,0,5,7,0,30,2.92,3.63,2.96,2.95,3.03
Creamy Dark,Lager - European Dark,4.9,15,40,11,68,5,40,31,12,0,7,41,14,103,3.26,3.65,3.29,3.37,3.54
Heineken Dark Lager,Lager - European Dark,5.0,15,40,14,39,6,25,39,7,0,8,17,1,83,3.23,3.47,3.19,3.31,3.36
Baltika #4 Original (Dark),Lager - European Dark,5.6,15,40,5,34,10,35,79,23,1,41,33,2,80,3.33,3.56,3.39,3.42,3.46
St. Pauli Girl Special Dark,Lager - European Dark,4.8,15,40,20,38,8,28,41,7,0,2,31,4,96,2.96,3.34,3.04,2.98,3.22
Fischer Tradition Amber,Lager - European Dark,6.0,15,40,13,40,2,31,54,22,1,15,43,1,64,2.79,3.45,2.92,2.79,2.91
Death & Taxes,Lager - European Dark,5.0,15,40,35,85,6,75,40,5,1,11,42,12,118,3.99,4.15,4.14,4.21,4.28
Efes Dark,Lager - European Dark,6.5,15,40,18,43,5,27,54,8,0,14,26,2,78,2.86,3.32,2.99,3.09,3.12
Beerlao Dark,Lager - European Dark,6.5,15,40,5,33,5,14,33,3,1,5,14,2,66,3.12,3.48,3.21,3.22,3.27
Black Licorice Lager,Lager - European Dark,8.0,15,40,21,99,34,25,60,28,0,10,67,4,102,3.96,3.95,3.81,3.9,3.79
Bernard Cerne (Dark),Lager - European Dark,5.1,15,40,22,81,12,82,65,13,0,26,72,21,153,3.76,3.96,3.82,3.96,3.96
Alhambra Negra,Lager - European Dark,5.4,15,40,33,59,8,60,70,11,0,14,42,8,104,3.32,3.66,3.22,3.34,3.45
Kelso Nut Brown Lager,Lager - European Dark,5.75,15,40,22,54,5,34,61,17,0,9,33,11,133,3.6,3.75,3.85,3.88,4.18
Dark Horse Lager,Lager - European Dark,5.3,15,40,14,66,7,37,61,10,1,9,28,2,98,3.51,3.65,3.66,3.78,3.93
Žatec Dark Lager,Lager - European Dark,5.7,15,40,18,73,10,64,68,9,0,15,49,4,115,3.67,4.04,3.68,3.86,3.88
Faxe Amber,Lager - European Dark,4.6,15,40,12,42,14,23,58,17,0,15,31,2,92,2.75,3.19,2.78,2.81,4.0
Super Bock Stout,Lager - European Dark,5.0,15,40,8,51,6,42,58,10,0,12,24,5,79,2.92,3.46,3.0,3.15,3.15
Black Lager (Černé Pivo),Lager - European Dark,4.0,15,40,27,92,4,59,59,11,2,14,37,10,115,3.83,3.92,4.0,3.92,4.17
DAB Dark Beer,Lager - European Dark,5.0,15,40,19,55,8,49,48,6,1,9,46,4,102,3.2,3.46,3.19,3.13,3.39
Sagres Cerveja Preta (Dark),Lager - European Dark,4.1,15,40,20,56,5,51,80,12,1,17,26,6,112,3.24,3.68,2.94,3.14,3.18
Obolon Oksamytove (Deep Velvet),Lager - European Dark,5.3,15,40,18,56,8,22,97,26,0,46,25,3,89,3.43,3.71,3.33,3.43,3.43
U Fleku Dark Lager,Lager - European Dark,4.6,15,40,13,58,5,45,49,13,0,9,32,14,103,4.05,4.32,4.22,4.38,4.52
Yebisu Black Beer,Lager - European Dark,5.0,15,40,16,68,5,69,47,3,1,4,38,5,131,3.34,3.64,3.38,3.54,3.59
Staropramen Granat Beer,Lager - European Dark,4.8,15,40,23,36,8,64,67,25,0,25,74,9,74,3.5,3.82,3.61,3.64,3.82
Honey Brown Lager,Lager - European Dark,5.0,15,40,13,47,8,25,131,11,0,10,37,2,120,3.02,3.34,3.06,2.87,3.05
Bohemia,Lager - European Dark,6.2,15,40,20,44,14,35,105,19,0,25,47,6,98,3.39,3.73,3.36,3.34,3.48
Primator Dark Lager,Lager - European Dark,4.8,15,40,11,68,9,65,87,11,1,20,60,15,138,3.82,4.0,3.7,3.68,3.8
Asahi Dry Black,Lager - European Dark,5.5,15,40,18,34,2,15,15,8,0,6,17,5,40,3.25,4.0,2.75,3.5,4.25
Dark 266,Lager - European Dark,4.5,15,40,12,71,9,69,63,21,0,14,27,4,157,3.08,3.34,3.24,3.08,3.32
Heineken Oud Bruin,Lager - European Dark,2.5,15,40,5,33,8,29,91,6,0,2,16,2,53,2.95,3.39,4.0,4.0,4.0
Stella Artois,Lager - European Pale,5.0,18,25,8,14,10,20,19,3,0,1,26,3,26,2.82,3.23,3.11,3.06,3.32
Heineken Lager Beer,Lager - European Pale,5.0,18,25,17,19,8,29,24,14,0,4,42,0,39,3.5,4.0,2.84,2.75,3.03
Harp Lager,Lager - European Pale,5.0,18,25,26,30,11,28,30,23,0,24,47,7,76,3.06,3.39,3.28,3.27,3.5
Peroni Nastro Azzurro,Lager - European Pale,5.1,18,25,15,19,4,13,36,16,1,15,20,6,48,3.5,4.0,2.87,2.78,2.98
Grolsch Premium Lager,Lager - European Pale,5.0,18,25,13,35,6,42,25,10,2,8,66,3,64,2.87,3.28,3.14,3.14,3.3
Carlsberg Beer,Lager - European Pale,5.0,18,25,16,27,4,21,31,13,0,16,32,4,55,2.78,3.15,3.05,2.99,3.26
Kronenbourg 1664,Lager - European Pale,5.5,18,25,11,23,6,34,26,11,2,6,55,8,40,2.92,3.3,3.21,3.15,3.36
Birra MorettiBirra Moretti (Heineken),Lager - European Pale,4.6,18,25,25,13,1,21,21,9,0,7,42,5,44,2.76,3.02,3.01,2.96,3.19
Singha,Lager - European Pale,5.0,18,25,39,33,6,19,32,21,0,19,31,4,74,2.78,3.01,3.05,3.01,3.2
St. Pauli Girl,Lager - European Pale,5.0,18,25,24,23,11,26,27,13,0,5,52,5,68,2.66,4.0,2.98,2.92,3.19
Pure Brewed Organic Lager BeerSamuel Smith Old Brewery (Tadcaster),Lager - European Pale,5.0,18,25,13,32,5,49,35,18,0,19,88,6,93,3.59,3.71,3.78,3.8,3.97
Tiger Beer,Lager - European Pale,5.0,18,25,30,40,7,24,49,15,0,17,53,9,81,2.65,4.0,2.88,2.77,3.04
Zywiec BeerZywiec Breweries PLC (Heineken),Lager - European Pale,5.6,18,25,28,26,7,38,44,17,2,22,57,4,51,2.88,3.21,3.06,3.03,3.24
Kingfisher Premium Lager,Lager - European Pale,4.8,18,25,17,16,8,26,20,8,0,6,39,10,36,2.62,4.0,2.87,2.77,2.97
Estrella Damm,Lager - European Pale,5.4,18,25,16,16,4,23,20,9,0,10,44,8,38,2.71,3.14,2.96,2.84,3.06
Mythos Hellenic Lager Beer,Lager - European Pale,4.7,18,25,24,22,3,36,20,3,0,3,70,13,63,3.5,4.0,2.74,4.0,4.0
Irish Style Lager,Lager - European Pale,5.0,18,25,25,41,7,44,27,30,0,23,79,2,77,3.39,3.61,3.65,3.58,3.82
Efes Pilsener,Lager - European Pale,5.0,18,25,26,30,9,31,26,14,0,7,67,7,67,2.9,3.08,3.08,3.01,3.25
Quilmes,Lager - European Pale,4.9,18,25,12,21,4,23,13,6,1,6,32,3,45,3.5,4.0,4.0,4.0,2.87
Steinlager,Lager - European Pale,4.8,18,25,23,26,6,33,24,18,2,16,50,5,48,2.61,3.1,2.92,2.85,3.01
O.K. BeerBrowar Okocim S.A. (Carlsberg),Lager - European Pale,5.6,18,25,21,20,8,37,36,10,0,8,62,9,72,3.27,3.46,3.5,3.51,3.73
Baltika #3 Classic,Lager - European Pale,4.8,18,25,17,25,8,15,48,12,0,15,18,1,51,2.83,3.11,3.06,2.95,3.23
Oranjeboom Premium Lager,Lager - European Pale,5.0,18,25,32,28,8,33,18,27,2,28,52,12,65,2.73,3.09,2.9,2.82,3.06
Amstel Lager,Lager - European Pale,5.0,18,25,14,25,4,21,26,7,0,6,32,3,62,3.5,4.0,4.0,4.0,4.0
Sapporo Reserve,Lager - European Pale,5.2,18,25,20,25,13,25,19,14,0,13,53,3,61,3.1,3.45,3.28,3.27,3.45
Tennent's Lager,Lager - European Pale,4.0,18,25,23,25,6,26,26,24,0,17,37,0,47,2.93,3.33,3.23,3.17,3.42
Jupiler,Lager - European Pale,5.2,18,25,12,28,3,29,25,4,0,8,36,1,47,2.74,3.15,2.88,2.87,3.2
James Boag's Premium Lager,Lager - European Pale,5.0,18,25,28,25,5,29,25,20,0,10,45,3,74,2.97,3.32,3.18,3.07,3.32
Estrella Damm Daura,Lager - European Pale,5.4,18,25,24,30,3,29,23,11,0,15,55,6,72,3.02,3.67,3.31,3.21,3.23
Original Organic Lager,Lager - European Pale,4.2,18,25,38,28,4,27,16,13,0,10,54,4,57,2.92,3.15,3.25,3.12,3.44
Sympathy For The Lager,Lager - European Pale,4.9,18,25,27,27,5,36,29,17,0,20,53,11,50,3.25,3.88,3.38,3.5,3.5
Tuborg Pilsner Beer (Green / Grøn),Lager - European Pale,4.6,18,25,16,22,3,24,29,15,0,9,35,4,56,3.5,4.0,4.0,4.0,4.0
GösserBrauerei Göss (Brau Union),Lager - European Pale,5.2,18,25,21,31,12,31,50,20,0,19,56,1,63,2.95,3.28,3.08,3.05,3.22
Hite,Lager - European Pale,4.5,18,25,16,21,7,16,14,4,1,2,19,4,41,3.5,4.0,4.0,4.0,4.0
Yanjing Beer,Lager - European Pale,4.7,18,25,22,21,2,24,31,12,1,14,35,3,47,3.5,4.0,4.0,4.0,4.0
Lech PremiumLech Browary Wielkopolski (SABMiller),Lager - European Pale,5.2,18,25,15,20,7,25,14,6,2,2,35,2,33,2.87,3.24,2.9,2.95,3.18
Baltika #5 Gold,Lager - European Pale,5.3,18,25,21,25,8,22,35,9,0,8,52,6,68,2.63,4.0,2.89,2.71,2.96
Faxe Premium,Lager - European Pale,5.0,18,25,18,25,5,40,26,6,0,6,49,4,54,2.73,3.28,2.96,2.81,3.06
Casablanca Beer,Lager - European Pale,5.0,18,25,15,22,4,21,33,10,2,11,38,1,51,2.7,4.0,2.84,2.76,2.99
Cinco Estrellas,Lager - European Pale,5.5,18,25,15,21,4,31,6,8,0,8,40,0,33,2.76,3.04,2.91,2.78,2.98
Hinano,Lager - European Pale,5.0,18,25,11,14,3,16,17,16,0,20,25,1,32,2.8,4.0,2.76,2.77,2.98
Pilsener,Lager - European Pale,5.0,18,25,26,23,1,16,35,14,1,10,21,1,50,2.63,4.0,3.06,2.95,3.33
Tuborg Premium Lager (Gold / Guld),Lager - European Pale,5.0,18,25,15,22,4,35,16,16,2,12,48,3,51,3.5,3.05,2.77,4.0,4.0
Elephant Beer,Lager - European Strong,7.2,15,40,11,30,36,41,60,18,0,21,48,7,68,2.69,3.11,2.91,2.72,4.0
Baltika #9 Extra (Strong),Lager - European Strong,8.0,15,40,13,23,7,21,76,21,1,24,32,6,66,2.79,3.12,2.92,4.0,4.0
Warka Premium (Strong),Lager - European Strong,6.5,15,40,21,44,15,21,61,13,0,15,28,9,106,3.17,3.55,3.37,3.38,3.37
Lion Imperial Premium Malt Pilsner,Lager - European Strong,8.8,15,40,11,39,36,24,102,50,0,48,49,3,72,2.97,3.37,3.16,2.91,2.94
Reserva 1925,Lager - European Strong,6.4,15,40,21,33,22,22,41,6,0,4,34,5,68,3.12,3.7,3.26,3.4,3.4
Hevelius Kaper,Lager - European Strong,8.7,15,40,10,27,7,29,68,31,2,28,36,9,73,3.29,3.73,3.46,3.36,3.32
Lobster Lovers Beer,Lager - European Strong,9.5,15,40,10,35,7,10,74,30,2,34,13,3,58,2.95,3.18,3.12,2.88,2.97
Okocim MocneBrowar Okocim S.A. (Carlsberg),Lager - European Strong,7.5,15,40,14,35,44,23,59,15,1,18,25,1,78,2.88,3.26,2.96,2.92,3.03
Faxe Extra Strong,Lager - European Strong,10.0,15,40,9,36,7,33,59,31,1,36,31,4,32,3.5,4.0,4.0,4.0,4.0
Christoffel Nobel,Lager - European Strong,8.7,15,40,31,43,46,87,46,45,0,45,16,7,40,3.82,3.87,3.7,3.69,3.68
Before-After Premium Lager (12% ABV),Lager - European Strong,5.0,15,40,12,43,7,20,91,28,0,30,24,2,87,3.5,4.0,4.0,4.0,3.0
Bière Du Démon,Lager - European Strong,5.0,15,40,7,21,7,12,33,8,1,11,6,0,27,3.5,4.0,4.0,4.0,4.0
Ceres Strong Ale ExportCeres Brewery (Royal Unibrew),Lager - European Strong,7.7,15,40,7,26,7,27,35,12,0,9,29,4,52,2.71,3.18,2.75,2.86,4.0
Tennent's Super Strong Lager,Lager - European Strong,9.0,15,40,10,27,7,16,53,22,0,10,17,1,49,3.5,4.0,4.0,4.0,4.0
Kalnapilis 7.30,Lager - European Strong,7.3,15,40,14,27,44,24,23,15,1,16,33,3,48,2.82,3.19,2.91,2.84,2.97
Grand 9.5 Beer,Lager - European Strong,9.5,15,40,13,37,7,22,83,24,0,30,30,17,52,2.62,4.0,4.0,4.0,4.0
Boss Beer,Lager - European Strong,8.1,15,40,13,26,20,17,61,12,2,6,26,1,85,2.98,3.14,3.42,3.04,3.36
Crest Super Premium Lager,Lager - European Strong,10.0,15,40,10,9,7,27,44,13,0,15,22,0,39,3.5,4.0,4.0,4.0,4.0
Žaibo,Lager - European Strong,9.5,15,40,7,28,7,13,92,40,1,40,15,12,44,2.79,4.0,2.85,4.0,4.0
Efes Extra,Lager - European Strong,7.5,15,40,6,29,7,22,48,16,0,23,29,7,46,3.05,3.38,3.12,3.0,3.02
Tatra MocneZywiec Breweries PLC (Heineken),Lager - European Strong,7.8,15,40,11,20,36,19,40,9,1,10,33,3,53,2.99,3.27,3.09,3.11,3.25
Special Brew,Lager - European Strong,9.0,15,40,13,17,7,15,37,6,2,11,11,6,39,3.5,4.0,4.0,4.0,4.0
Gordon Finest GoldJohn Martin's (John Martin SA),Lager - European Strong,10.0,15,40,3,24,7,24,32,15,0,14,29,8,41,3.17,3.44,3.19,3.08,3.08
Arsenalnoye Krepkoye (Strong),Lager - European Strong,7.0,15,40,12,27,27,22,65,16,0,19,34,2,34,2.8,3.09,2.8,2.87,4.0
"Amsterdam Navigator 8,4",Lager - European Strong,8.4,15,40,1,19,19,18,63,13,0,15,20,2,30,2.9,3.2,4.0,4.0,4.0
Cruzcampo Gran Reserva,Lager - European Strong,6.4,15,40,1,12,16,11,8,1,0,1,14,0,18,3.5,3.5,3.0,4.0,4.0
San Miguel Selecta,Lager - European Strong,6.2,15,40,2,6,7,11,13,2,0,2,12,1,23,3.5,3.5,2.75,4.0,4.0
X-Beer 33,Lager - European Strong,5.0,15,40,1,33,38,9,68,24,0,27,6,1,36,3.42,3.58,3.04,3.12,2.92
"Zhiguly Grande 9,5",Lager - European Strong,9.4,15,40,3,30,7,13,48,20,0,21,16,5,48,3.21,3.29,3.38,3.25,3.25
Amstel Gold,Lager - European Strong,7.0,15,40,3,6,11,9,10,1,0,3,10,4,10,3.17,3.33,3.33,3.0,3.33
XO BeerBrasserie des Gabariers (L&L Cognac SA),Lager - European Strong,8.0,15,40,17,26,7,18,75,19,0,43,19,12,43,3.44,3.74,3.21,3.02,2.97
Aiko,Lager - European Strong,9.5,15,40,7,35,7,26,64,21,0,20,35,9,67,3.06,3.23,3.0,2.88,2.88
Moritz Epidor,Lager - European Strong,7.2,15,40,2,4,5,5,12,2,0,2,7,1,15,3.25,4.0,2.75,2.75,4.0
Slavutich Mitzne,Lager - European Strong,7.2,15,40,17,35,45,24,56,27,0,30,28,5,64,2.73,3.16,3.04,2.71,4.0
Yarpivo Strong (Krepkoye),Lager - European Strong,7.2,15,40,13,32,42,17,27,1,0,1,21,2,47,2.75,3.22,2.9,4.0,4.0
Faxe Royal Strong,Lager - European Strong,8.6,15,40,10,27,32,18,41,16,0,14,33,3,31,2.71,3.33,2.75,4.0,4.0
Karpackie SuperBrowar Van Pur S.A. (Brau Union Polska),Lager - European Strong,9.0,15,40,8,23,40,12,62,21,0,29,18,6,44,2.95,3.14,3.14,3.05,3.05
Gulpener Gladiator Robuust Bier,Lager - European Strong,10.0,15,40,7,15,25,14,17,10,0,10,16,0,26,2.89,3.17,2.94,2.78,3.11
Primátor 21% Rytírský (Knight's Lager),Lager - European Strong,9.0,15,40,12,33,38,26,74,22,0,24,22,6,40,3.25,3.5,3.38,3.42,3.46
Original Helles,Lager - Helles,5.1,18,25,30,32,7,37,24,8,2,7,65,17,60,3.74,3.87,3.93,4.0,4.2
Hofbräu Original,Lager - Helles,5.1,18,25,20,49,5,39,21,6,0,9,88,8,84,3.57,3.76,3.74,3.82,4.03
Spaten Münchner Hell (München/Premium Lager),Lager - Helles,5.2,18,25,15,24,6,29,26,15,0,18,64,8,61,3.42,3.61,3.65,3.68,3.93
Two Women Lager,Lager - Helles,5.0,18,25,32,35,6,42,33,8,0,8,69,5,108,3.75,4.02,3.96,3.95,4.09
Hell Lager,Lager - Helles,5.0,18,25,13,48,19,83,37,57,0,50,16,10,138,3.74,3.85,3.92,3.9,4.16
Münchner Hell (Original Munich Lager),Lager - Helles,4.9,18,25,31,30,8,18,40,17,0,18,29,7,74,3.53,3.63,3.67,3.74,3.99
Victory Helles Lager,Lager - Helles,4.8,18,25,23,27,7,33,38,25,0,32,67,12,54,3.39,3.42,3.59,3.62,3.88
Löwenbräu Original,Lager - Helles,5.2,18,25,22,29,7,31,19,9,0,10,60,7,56,3.1,3.3,3.39,3.41,3.62
Aecht Schlenkerla Helles Lagerbier,Lager - Helles,4.3,18,25,19,23,7,30,18,13,0,12,50,4,59,3.86,3.79,3.92,4.03,4.12
Hotter Than Helles Lager,Lager - Helles,5.0,18,25,35,18,5,40,29,24,0,22,62,16,53,3.67,3.83,3.92,3.83,3.92
Hacker-Pschorr Münchner Gold,Lager - Helles,5.5,18,25,26,38,6,34,48,11,2,10,59,12,85,3.56,3.66,3.75,3.71,3.93
Gorch Fock,Lager - Helles,5.0,18,25,28,41,10,43,51,27,2,26,63,9,79,3.59,3.63,3.77,3.76,3.97
Bikini Blonde Lager,Lager - Helles,5.1,18,25,13,32,8,35,33,18,0,16,66,14,76,3.54,3.62,3.58,3.63,3.84
Longfin Lager,Lager - Helles,4.5,18,25,34,19,2,32,18,6,1,9,51,6,48,3.25,3.58,3.62,3.38,3.88
Gold Lager,Lager - Helles,4.7,18,25,37,33,4,30,17,17,0,12,53,7,76,3.69,3.85,3.9,3.95,4.15
Stiegl Goldbräu,Lager - Helles,5.0,18,25,30,29,5,37,26,4,0,6,59,3,75,3.4,3.47,3.48,3.51,3.71
Helles Golden Lager,Lager - Helles,4.9,18,25,27,17,6,38,37,13,1,15,58,4,59,3.79,3.85,3.92,3.9,4.12
Estrella Galicia Especial,Lager - Helles,5.5,18,25,25,30,7,48,22,14,0,6,81,6,85,2.69,3.16,2.95,2.82,2.92
Firestone Lager,Lager - Helles,4.5,18,25,13,29,2,45,32,7,0,12,65,4,66,3.21,3.31,3.58,3.4,3.65
Penn Gold,Lager - Helles,4.5,18,25,35,40,9,49,43,26,0,26,74,9,80,3.59,3.7,3.8,3.8,4.11
Henninger Premium Lager,Lager - Helles,4.8,18,25,18,24,10,26,22,13,0,6,48,7,74,2.72,3.13,3.0,2.87,3.06
Gold Leaf Lager,Lager - Helles,4.5,18,25,35,30,3,46,32,16,0,18,66,9,72,3.3,3.9,4.3,3.9,4.3
Lager House Original Golden Helles,Lager - Helles,5.2,18,25,31,30,7,28,35,9,0,8,45,9,51,3.25,3.57,3.42,3.41,3.74
Munich-Style Lager,Lager - Helles,4.8,18,25,34,46,4,42,41,21,2,17,54,8,79,3.8,3.89,3.99,4.05,4.24
Rahr's Blonde,Lager - Helles,5.0,18,25,23,15,6,18,18,18,1,14,26,4,40,4.25,3.75,3.5,3.5,3.75
Blonde Lager,Lager - Helles,4.8,18,25,32,28,8,33,34,13,0,6,55,6,85,3.19,3.52,3.41,3.46,3.57
Andechser Spezial Hell,Lager - Helles,5.8,18,25,13,34,6,41,24,14,0,11,75,12,97,3.62,3.79,3.85,3.86,4.0
Helles Lager,Lager - Helles,5.4,18,25,26,32,2,34,30,23,1,28,43,4,69,3.38,3.42,3.63,3.6,3.79
Hacker-Pschorr Münchner Hell,Lager - Helles,4.9,18,25,29,37,8,36,24,17,1,15,60,4,60,3.67,3.88,3.85,3.86,4.19
Hacker-Pschorr Edelhell,Lager - Helles,5.5,18,25,13,35,3,48,37,18,0,17,74,10,65,3.41,3.59,3.6,3.61,3.91
Weltenburger Kloster Barock-Hell,Lager - Helles,5.6,18,25,33,48,10,32,51,55,0,44,51,11,72,3.72,3.87,3.9,3.91,4.1
1516 Bavarian Lager,Lager - Helles,5.0,18,25,13,33,3,38,28,9,0,11,50,3,68,3.15,3.5,3.38,3.43,3.62
Helles Belles,Lager - Helles,5.3,18,25,13,25,4,31,19,15,0,11,59,5,50,3.67,4.0,4.17,4.0,3.67
